id,Preferred Name,Industry,Job Title,Job Tags,Job Description,STEEP Change 1,STEEP Change 2,STEEP Change 3,STEEP Combined,STEEP Reason 1,STEEP Reason 2,STEEP Reason 3,Combined Signals,Archetype,Future - Litany,Future - Job Title,Future - Systems,Future - Metaphor,Feedback,How got to know,tags
621dbefe4bfec7653747680a,Xin Yi,Design,Design researcher,"design,research",Research to help people make decisions,Social,Economic,Environmental,"Social,Economic,Environmental","with an ageing population, the rate of growth in consumption and technological advancement is likely to slow down. the rapid growth that we have experience in the past 200 years is not likely to continue. this will likely trigger a reevaluation in how we measure progress and quality of life that is less GDP based. Covid has kickstarted that process where people are starting to examine what they actually want to do with their lives. I also see urban population growth slowing as technology has enabled many ppl to work remotely. An urban life is not seen as necessarily better than a more rural or suburban one.","It’s tied to the social. As the world population ages, there will be less ppl of working age providing goods and services. There will be a manpower crunch but also necessarily innovation and mindset change around how we provide the products and services that ppl need with less manpower - this can be in the form of automation or more self-service. This could be beneficial if this enables more ppl to access products and services at lower cost. However this could also create an imbalance if the the ownership of the automation is in the hands of a few elite individuals. Due to the manpower crunch, I see that workers can start to demand for better working conditions and this includes arrangements like WFH, flexible hours, 4 day work weeks. Economic power is also likely to shift to countries with younger populations such as India and Africa","climate change, while a relatively slow process, is getting more obvious in the impact that it has on people’s lives. tied to the social, as ppl reflect more on what they want out of their lives, and with increased awareness of their lifestyles on the climate, it feels that ppl will create new narratives on what it means to live a good life","ageing population, increased consumption, new ways of measuring progress, counterurbanisation, decreased labour force, automation, inequality, unequal distribution of power between rich and poor, flexible work, shifting economic powers, climate change",Transformation,"she is working in a lab, conducting experiments with people and collecting data on it",Human behaviour analyst,the shift in understanding of how people make decisions - right now people are largely thought to be “rational”. but the next century will see a shift to see human behaviour in a more holistic way,diversity is beauty,,Studio Dojo FB,
621dcb7a4bfec765374768a0,Wan Ning,Social Sector,Digital Marketing Trainee,social service,"Plan & create social media content, also work on Web design as one of my interests on the side",Social,Technological,Environmental,"Social,Technological,Environmental","Ageing population, polarised views","AI, digitalsed world, ever changing technology","Climate change, global warming","ageing population, polarised views, AI, digitalisation, climate change, global warming",Transformation,Understanding human behaviour,Telepathist,War across different countries,Glossed over,,DesignSg telegram group,
6220586da7c8bd48f35d736b,Rabbit,Agriculture and tech,Vegetable farmer,"argriculture,tech",Growing vegetables using high tech methods and fending off patent thieves,Technological,Environmental,Political,"Technological,Environmental,Political","Faster adoption of tech, greater awareness and accompanying actions taken towards mitigating effects of climate change",Climate change/crisis is an undeniable reality,Political action to mitigate effects of climate change (even if efforts are still not fast or impactful enough),"increased adoption and reliance on new technology, increased sustainability, climate change",Transformation,,,,,,,
6221d1d67e17fd14442b64cc,Douglas,Consulting,Senior Principal Consultant,consultancy,Support teams and organisations be more effective,Environmental,Technological,Political,"Environmental,Technological,Political",Climate change,AI and others,Shifting power,"climate change, AI, shifting political powers",Transformation,No need to talk or type anything,Whole system enabler,Keep people and communities  cohesive,Dancing dolphins,,Damien studio dojo,Reflections yes
6245512b693ad84b3261f7ac,Greg,Education,Teacher,education,I teach JC students Literature & GP,Environmental,Technological,Economic,"Environmental,Technological,Economic","Drastic weather changes, rising temperatures, food insecurity","Rise of AI, metaverse, hybrid work","Digital workplaces, great resignation","extreme weather, rising temperature, food security, AI, metaverse, remote work, great resignation",Transformation,Teaching with SLS,Teacher,"No change, world still needs Teachers",,,,
621e282efd59823e9276c001,n,consultancy,development,consultancy,od,Technological,Environmental,Social,"Technological,Environmental,Social",AI,climate change,polarised views,"AI, climate change, polarised views",Transformation,using AI to understand polarising views of community regarding climate change,navigator,complexity of systems which requires one to support the navigation of conversations and work surrounding and of this/these complexity/ties,a fork in the road,"have shared this earlier but i'll just pop it here as well: it was fun, and very engaging. well done SD team! would love to understand the intent and thought process leading to this experiment and bot. I did found it unnerving though when my name (nurul) was referenced even when I used an initial (n) :) is there a way to inform participants tt their data may be referenced based on telegram/other sources?","it was fun, and very engaging. well done SD team! would love to understand the intent and thought process leading to this experiment and bot. I did found it unnerving though when my name (nurul) was referenced even when I used an initial (n) :) is there a way to inform participants tt their data may be referenced based on telegram/other sources?",Reflections yes
6220ac51c74b0f467231ccd8,AO,Education,Educator,education,I work in service for the nation to train young minds to survive the future they have to live in.,Social,Environmental,Economic,"Social,Environmental,Economic","Push back, inclusion, diversity of representation, need for rest and care for ourselves","Urgency, immediacy, need for survival, need for hope, collective efforts","Woke, burn out, slow living, frugality and conservation","increased inclusion, diversity, frugal living",Transformation,,,,,,,
6220c48ea7c8bd48f35d78e3,Benjamin,Healthcare,Clinical Medical Technician,healthcare,"Works in a Laboratory setting, extracting DNA from patients sample provided by clinics or hospitals for DNA Sequencing, we gain an insight through this screening and profiling of individuals DNA for any mutations that increases susceptibility to developing associates cancers or potential life threatening adverse reaction to medication.",Environmental,Technological,Political,"Environmental,Technological,Political",For all buildings to be converted to Green buildings that are constructed on environmentally conscious guidelines and lesser wastage and environmental impacts.,Government is strongly encouraging the citizens to adopt digitalisation. Grants are given to Companies to adopt technology in retail and FNB and other fields in e payment and apps to streamline automate company’s work pipeline with clarity reduce waste and industry 4.0  adopts innovation and new tech for new manufacturing processes based on customer centric experience,New Policies which counters policies benefiting /protecting the citizens welfare or even the removal of such welfare policies During Donald Trump Presidency have left consequential and lasting negative outcomes. The rich protects their own interests and poor families are left to fend for themselves. The politicians are no longer working for the people but as a syndicate of similar people expanding their power control over jurisdictions they didn’t had. simply put as the country is corrupted top down doesn’t have the citizens welfare at heart. Life will only get worse..,"increased sustainability, green buildings, reduced waste, digitalisation, automation, new forms of manufacturing, ineffective world leadership, widening income gap, corruption, unequal distribution of power between rich and poor",Transformation,Doing personalised genetic testing extracting DNA for genetic profiling and panel testing and analysis,Clinical Medical Tech,The introduction of a new DNA sequencing methodology allowing what’s was almost impossible or not feasible using old technology but current technology allows faster computing powers and  digitalisation exposure allowing citizen gain the ability and skills with the competency to innovate also harness the data now known as bioinformatics,,,,
621def690cd62d17365b1f8c,Liz,Education,Librarian,education,Library manager who supervises library assistants,Technological,Social,Environmental,"Technological,Social,Environmental",Artificial intelligence,Urbanisation,Climate change,"AI, urbanisation, climate change",Transformation,I see floating computer screens all around and the person is giving voice commands to the computer,Knowledge guardian,Fake news and misinformation,"If it's too good to be true, it is not true",,DesignSG telegram,Reflections yes
621e3dbd13204348a40352fe,Lilian,Tech,UI / UX Designer,"tech,design",Designing user-centric digital experiences,Technological,Social,Environmental,"Technological,Social,Environmental","Metaverse, blockchain tech, AI",Polarised views and ageing population,global warming,"metaverse, blockchain, AI, polarised views, ageing population, global warming",Transformation,"Still designing experiences, but experiences that transcend the digital realm",Experience designer,Reality and digital worlds have melded together,"Life is like a box of chocolates, you never know what you're going to get",,nil,
621dc91925e88a5a3a37b6d3,fel,engineering,student,"engineering,student",learning how to engineer the built environment,Social,Technological,Environmental,"Social,Technological,Environmental","ageing population, stronger urge to voice out opinions, urbanisation","VR, AI, payment modes, Metaversa","climate change, depletion of natural resources, high population density, more innovation focused on sustainable practices","ageing population, urbanisation, virtual reality, AI, metaverse, climate change, depleting resources, increased population density, innovation, increased sustainability",Transformation,,,,,,,
62205cdc9cedee53316e8b6d,Moo,Tech,Tech legal operations,"tech,legal",Helping mitigate PR and legal risk in terms of content on the platform,Economic,Technological,Environmental,"Economic,Technological,Environmental","Income gap is increasing. Mutual aid is proliferating, esp in the US for healthcare. The center cannot hold. WORKERS OF THE WORLD UNITE",Decentralization will allow for more anarchist organizing.. cutting out state.. hopefully.,"The earth is fucked and we will see more and more of its unsustainability, and stop growth for the sake of growth","widening income gap, increased mutual aid, decentralisation, anarchy",Transformation,,,,,,,
62206160351b8e03475e8dd6,Leo,Music,Educator,"music,education",I teach people to create music,Technological,Social,Economic,"Technological,Social,Economic",Blockchain Technology and Virtual Reality,Evolving societal attitudes towards life,Digital workplaces,"blockchain, virtual reality, evolving societal attitudes, remote work",Transformation,This person doesnt appear to be engaged in their work in the same way I am,Professor?,Oh alright I see where this is going hahahaha,Let me think about this,,"Very interesting thought experiment, unfortunately I probably wasnt in a state of mind to devote much thought to my responses!  I shall have to go through this experiment a couple more times :)",Reflections yes
621e2690ba31130e5a2b1c49,Seasons,IT,Web Developer,IT,Create web and mobile applications for various industries,Technological,Social,Economic,"Technological,Social,Economic","Internet of Things, Artificial Intelligence","Urbanisation, growing knowledge of social engineering","Digital workplaces, globalisation","iot, AI, urbanisation, remote work, globalisation",Transformation,Using AI to design the optimal layout and system for mobile and web apps,Development engineer,Automation,Multicoloured,,Uhhhh,
621e323f13204348a4035266,Charlotte,Social service,Changemaker,social service,Improve the livelihoods of children,Technological,Environmental,Political,"Technological,Environmental,Political",AI,Recognising mother nature’s importance and space,Political leaders losing power and people’s power rising,"AI, increased sustainability, distribution of power to people",Transformation,Protecting our nature. Children are involved.,Guardians,The need for people to rise up to be guardians of Mother Earth,Guardians of the Universe unite,,Through Common ground,Reflections yes
621ed62b0d7455658215440b,Lian Seng,Policy,Senior Analyst,futures,Futures thinking n scenario planning,Technological,Environmental,Economic,"Technological,Environmental,Economic",Metaverse,Green energy and sustainability,Digital workplace and shifting economics,"metaverse, sustainable energy, increased sustainability, remote work, digitalisation, shifting economic powers",Transformation,Working,Metaverse data Analyst,Virtual society,Fortune favours the brace,,Friend,
621de66b95171b36787d8fe1,tan,design,student,design,ux design,Economic,Social,Technological,"Economic,Social,Technological",crypto's effect,"demonstration, new habits","rapid tech development which is supported with the changing society habits of working, living, etc","cryptocurrency, civil unrest, new habits of working, new habits of living",Transformation,,,,,,,
620b9b3ccccb00634979ae48,Mellow,Design,Architect,design,Designing environments for every individual,Social,Technological,Environmental,"Social,Technological,Environmental","Polarised views, constant change in generational mindsets",Artificial intelligence and automation of even more mundane tasks,Climate change particularly increased in frequencies of disasters,"polarised views, generational differences, AI, automation, climate change, natural disasters",Transformation,Designing individualistic fancy looking disaster proof pods,,,,,,
621d77f113204348a4034a1f,Han,Education,Trainer,education,Run workshops,Technological,Social,Political,"Technological,Social,Political","AI, big data, blockchain",More active citizens,Power shifts,"AI, big data, blockchain, shifting political powers, increased citizen engagement",Transformation,This person is using some technology to project himself into a virtual world with attendees from all over the world. He is in a ephemeral form.,Remote trainer,Tech advancements,ConnecTech,,Linkedin,
6245971cc41eb53849419b14,Munz,Design,Inventor,design,I solve business problems with design,Environmental,Technological,Economic,"Environmental,Technological,Economic",Global warming,Web3,Rising inequality,"global warming, web3, inequality",Transformation,"The person is working in front of a screen, but without a keyboard",Inventor,Technology and AI recognition software has gotten so advanced that people no longer need to type to work,Rollercoaster of emotions,,,
621e1e59ab4080579f291975,Cas,Education,Product designer,"education,design","I design for an ed tech company, bridging students to their desired universities.",Technological,Environmental,Political,"Technological,Environmental,Political","Blockchain technology, VR, AR, technology that can simply replace humans’ jobs etc","Climate change (and its societal impact),  food security, clean water access","Powerhouses’ statuses seems to be changing, the Ukraine-Russia war, dissent in various countries around the world","blockchain, virtual reality, AR, automation, climate change, food security, access to clean water, war, dissent, shifting global powers",Transformation,"This person is travelling to another part of the world where they face the effects of the above changes. They do not have clean water access and food and clean air, and the disparity between the countries’ economic status has caused its civilians to bear the forefront of its effects. The person and her company are trying to help the people, but not volunteering like they do in humanitarian aid, but more of finding an effective solution that could tide them through the tough times.",Bridger - bridging the people who are lacking behind to the better parts of the world,The disparity in the world has become worse than it is now. And humans realise that it takes everyone’s effort to make this world liveable again and everyone is now playing a part. I assume the funding is given by the big players that has gotten ahead in the race. They realise they need everyone in order to maintain their hold of the top positions.,Ecosystem,,From the ux design group sg,
62215317bb24eb4fd76b5804,A,Design,Ux design and project management executive,design,Shitclearer,Political,Technological,Social,"Political,Technological,Social",Ukraine Russia war,dao,,"war, DAOs",Transformation,,,,,,,
621dbd4f9d71bc717d685631,Edward,Social Services,Ops Supervisor,social service,Help people with disabilities be more job-ready,Social,Environmental,Economic,"Social,Environmental,Economic","Low birth rate, shifting attitudes towards procreation and family, unfettered liberalisation, deepening schism between far left and far right ideologies","Climate change, pollution, over reliance on precious metals and natural resources in a bid to fuel the insatiable need for newer/better tech, lack of care & concern for flora and fauna.","Shifting economic powers, changes in attitudes towards paper qualifications, disruptive tech practices, NFTs and cryptocurrencies","decreased birthrate, liberalisation, polarised views, climate change, pollution, depleting resources, loss of biodiversity, shifting economic powers, NFTs, cryptocurrency, attitudes toward education",Transformation,Hard to say.. it seems like this person is in a sterile environment with only 2 or 3 people around. The clients he's working with are disabled but very capable. It makes me wonder what has happened to the PWDs who are not as capable or lower-functuoning,Resource manager,"Everyone is judged in terms of their level of contribution to society & the economy. Those who aren't able to keep up or pull their weight are not welcome in such a world. It's a tough but necessary and calculated reality. As such, some others are required to oversee operational aspects to ensure productivity and efficiency.",You are what you give,,Through Yen Kai's FB post,
621f4b607f9ebe1476520b89,Kim,Tech,Community manager,tech,Connecting like minded individuals,Social,Environmental,Economic,"Social,Environmental,Economic",How female power is rising as compared to from before,How EV cars are now helping to reduce waste,,"increased inclusion, electric vehicles",Transformation,,,,,,,
6243e50c2dbb9918025ae840,M,Design,UX researcher,design,I speak with users to help companies make user-centric decisions and build better products.,Technological,Environmental,Political,"Technological,Environmental,Political","Blockchain, converging of VR and AR","Climate change, food and water safety",Competition of world powers and the different ideologies of politicians as they navigate changes brought about by technology,"blockchain, AR, virtual reality, climate change, food security, access to clean water, shifting global powers, shifting political powers",Transformation,"This person is currently on a work assignment, observing users in their natural environment outfield. She is seeing people going about their daily lives with all of them interacting with tech products in one way or another. It’s a vibrant and stable environment where society have found a way to live in harmony with tech without users being exploited",UX researcher,Society have found a way to live in harmony with tech without users being exploited. It has been leveraged as a tool to enhance the well-being and survival of humanity,The world is a treasure trove to explore,,LinkedIn,
621ec05837900d62331e7bbe,Steph,Market research,Senior associate,research,Understanding consumer behavior,Political,Technological,Economic,"Political,Technological,Economic","War in Ukraine, online as a medium for political agenda","Web3.0, higher regulations around Web 2.0","Inflation, great resignation","war, web3, inflation, great resignation",Transformation,He regulates/moderates peoples behavior (akin to law enforcement) in the metaverse,Behavior moderator,"Meta verse has become a main channel or Avenue where people live their lives, but since humans find it easier to be bold behind their avatars - regulations on behavior need to be moderated",Possibilities are endless,,Design sg channel,
6220aa06415f3d624a604c2a,SL,Environmental Sustainability,Sustainability Engagement Consultant,sustainability,run my own business supporting others in their environmental sustainability engagement and journeys,Technological,Environmental,Economic,"Technological,Environmental,Economic","Artificial Intelligence, Virtual Reality",Rising Global temperature and sea level,"Economic imbalance among countries, groups of society and organisations","AI, virtual reality, rising sea levels, rising temperature, economic imbalance",Transformation,"I’m leveraging on voice activated commands to run some of the work, and working with a virtual personal buddy. It is like my mobile phone but instead of a physical device, it will be virtually connected to me.

I’m doing work on sustainability in disaster recovery and management. Sea level rise results in natural disaster happening more regularly and instead of mitigating, my role is in assimilating people and supporting them when disaster happens. This does not mean that the world is in complete catastrophe but more like when more frequent localised disaster happening.",Sustainable Disaster Recovery Management Consultant,"Sea level rise results in natural disaster happening more regularly and instead of mitigating, my role is in assimilating people and supporting them when disaster happens. This does not mean that the world is in complete catastrophe but more like when more frequent localised disaster happening.",Time waits for no man,,Studio Dojo,
624589edf825cb29f23f77a0,Jo,IoT,UX designer,"design,IoT",Design ui,Technological,Economic,Environmental,"Technological,Economic,Environmental",Metaverse,The way we do business,Global warming,"metaverse, global warming, new types of businesses",Transformation,Designing in metaverse collaborative,Ux designer,People are still obsessed about ux,Life is vague,,,
62457b6c0fa4945b495b55d3,Ziff,Innovation/Design,"Senior Inventor(Consultant la, basically)","innovation,design",Help organizations prototype potential products/services based on assessments of macro shifts in the world as well as training employees of said orgs in behavioral experimentation.,Technological,Environmental,Social,"Technological,Environmental,Social","The law of accelerating returns, AI, Quantum Computing, God knows what Web 4/5/6/n has in store for us.",Devastating impacts of global warming crisis.,"Ageing, discrimination, globalization/immigration, impact of work from AI","AI, quantum computing, web3, global warming, ageing population, discrimination, globalisation, 3d printed food, new habits of working",Transformation,Life Designer,Life Designer: Someone that curates software and environments that are aligned with a client's motivations.,"Sorry i dont have the cognitive bandwidth for this but curious to see how this ends so excuse the lazy thinking. As AI takes jobs, ppl struggle to find direction, self knowledge and purpose. So they seek a life coach that helps unpack all that stuff but also offers how to maximise em w the curation service.",Life is a box of my favorite chocolates,,,
6243ce06d643a16d08652fe6,Mads,Travel,Product Designer,"travel,design",Design interfaces and experiences,Technological,Environmental,Economic,"Technological,Environmental,Economic",The rise of virtual and digital worlds,Global warming,NA,"blurring of physical and virtual worlds, global warming",Transformation,"The person is seated at the desk, but his/her eyes are not focused on what is in front of her. She has a chip on the side of her head, which is currently activated to 'transport' her mind to somewhere in the Arctic / Greenland. She's just seeing what her colleague is streaming from that location, as her team is tasked to solve the issue of global warming and probable extinction of Chionophiles.",Ecosystems Designer,The neglect of the environment due to seemingly slow and invisible consequences that were not immediately obvious to the human eye. 80 years later humans are finally taking this issue seriously and treating it as one of the most important problems to solve in the world.,Hanging on a precipice,,LinkedIN,Reflections yes
624534a470373b1cf7425158,Melisa,Government,Senior Experience Designer,"public service,design",Design digital services and innovation work,Economic,Technological,Environmental,"Economic,Technological,Environmental",Fintech; Crypto; new methods of manufacture and production,Tech will fuel transformation is all aspects. And affect the other 4 STEEPs,Switch to green and renewable resources,"fintech, cryptocurrency, new forms of manufacturing, increased sustainability, renewable energy",Transformation,She is testing how a service robot is responding to verbal instructions and interactions with users.,AI service designer,"Rise of artificial intelligence technology and applied in a stable way to many services, need to navigate complex backend interconnected tech systems, but presented neatly and simply for people to interact with.",Heading towards irobot,,LinkedIn and colleagues' recommendation,Reflections yes
620f1ca9eb8749722c63dfd9,Zilin,IT,Web designer,IT,I design websites and web-based applications.,Environmental,Technological,Social,"Environmental,Technological,Social",Climate change and how people shift in their habits to help or think they help.,"Quantum computing, research and discovery in genes and DNA, smartphones, and supercars etc.","People wanting to go green, LGBTQ, feminism and a lot more as well!","climate change, quantum computing, advance in gene research, smartphones, supercars, increased sustainability, increased inclusion",Transformation,This person is floating around the entire space and tapping on some devices/screens all over. Easily multi-tasking.,Interactions Designer,"Multi-tasking is ezpz as it occurs everywhere and people practise that and are super good at it. It is made easier with technology advancements. People float because they are in an artificial space that supplies a carefully-balanced air and other things that you breathe in to stay alive and be healthy (No need to pop pills, just breathe).

Interactions Designer exists together as technology advances. Humans will never not interact. Interactions Designer now have more scope and playing field in all aspects of life.",Life in a super computer,Can i redo this with a different disposition?,,Reflections yes
62215a7b06635916b0747fe2,Amy,Design,UX Designer,design,I research and solve strategic design challenges,Technological,Environmental,Economic,"Technological,Environmental,Economic","Artificial Intelligence, blockchain","Climate change, ecosystems",Global talent crunch,"AI, blockchain, climate change, global talent crunch",Transformation,,,,,,,
621f50a5e3bb7a50bc6bb0d2,Jacqui,"Education, Mental & Emotional Wellness",Grief Coach,education,I assist people to process their losses in life and recover from grief.,Social,Economic,Political,"Social,Economic,Political","People living harmoniously and social systems narrowing the gaps between the wealth, educated n the poor n needy..","National policies on minimum wages, job skills upgrading and housing program for home ownership.","Governments that will stamp out corruption, nepotism and greed. Justice to be meted to all citizens with freedom to express public opinions for national and global trade n commerce for sustainability.","increased harmony, tightening income gap, corruption, free speech, increased sustainability",Transformation,"Social education consultant, listening to people seeking help n connecting them to resource centres.",Social Consultant,The poorer people who are less educated may still not know where to go to seek help. Or they are unable to access resource centres as all automated systems. They don't possess the skills nor smart devices,Never ending race,,Common Ground,Reflections yes
621df4b21b58867b234d14c1,ASHI,Education,Educator,education,Teach,Social,Technological,Political,"Social,Technological,Political",People power,Virtual reality in everyday,Systems upheaval,"distribution of power to people, virtual reality",Transformation,Influencing change,Futurist,Think beyond present,A world beyond imagination,The experiment,FB,
621e38acab4080579f291b03,Joanne,Design,UX Designer,design,Design a user centric experience through human-centered practice.,Social,Technological,Economic,"Social,Technological,Economic",Polarised view,AI & Internet,Global Talent Crunch,"polarised views, AI, global talent crunch",Transformation,,,,,,,
6221b9e91f869e145e05bd4e,Jodi,Arts,Operations,arts,work with children,Environmental,Social,Political,"Environmental,Social,Political",The dire need for transformation will urge humanity forward,inequality,corruption,"inequality, corruption",Transformation,,,,,,,
62206cf919e6833fd2379e60,Remi,Social service,Volunteer manager,social service,"Bringing people to do good together, better",Social,Technological,Economic,"Social,Technological,Economic",A growing diversity of views in and across different age groups,"The possibility of the metaverse, VR, AI, Blockchain","There have been more opportunities for the working class to push back on traditional economic structures, especially during covid. More folks are demanding for better working conditions, flexible work schedules,etc. there’s also the rise of the gig economy","diversity, metaverse, virtual reality, AI, blockchain, changing economic structures, gig economy, flexible work, space travel",Transformation,Hired by multiple tech companies to build and retain their community of users. Likely mode of engagement is through VR/AR/metaverse platforms,VM for hire,"People, organisations, and communities are fragmented/dispersed because of the increasing amounts of time that the world is spending on tech platforms, and this job exists to re-connect them",Magnet,,"Through a friend. Thanks for creating this, it was fun!",
621f7f7aace97530c124afbe,Faith,Medical,Student,"healthcare,student",Learning to be a doctor,Environmental,Technological,Social,"Environmental,Technological,Social","Depleting resources, frequent natural disasters, climate change","Working together on virtual platforms, online shopping, video calls, payment using a watch or phone",Shrinking younger generation. Lesser face to face contact.,"depleting resources, climate change, natural disasters, virtual reality, new ways of collaboration, ageing population, decreased birthrate, decreased physical interaction",Transformation,"This person is working in a holographic space. All communications are in a virtual space. No speech or movement is required, because the machine can read her mind.",Integrator,"All knowledge can be uploaded to the our artificially enhanced brains within milliseconds, therefore there is no need for studying. Integrator will be the job of integrating information from the vast databases.",Living in a world of mirrors and smoke,,Facebook,Reflections yes
621dcdd00cd62d17365b1daa,Melody,Tech,Product Designer,"tech,design",I design applications to help people do business online,Political,Environmental,Technological,"Political,Environmental,Technological",Ideologies and conceptions of self vs other changing with world events,"The acceleration of global warming, water levels rising, depletion of limited resources","The evolution of how we consume content, and the sheer volume of it, plus new ways of validating and storing data (blockchain)","changing views of self identity, global warming, rising sea levels, depleting resources, changing habits of content consumption, blockchain, information technology",Transformation,,,,,,,
620d0541c1d07627395162d5,Melina,Banking,Project Manager,banking,Manage various projects and work streams in the digital sales & acquisition department,Technological,Environmental,Social,"Technological,Environmental,Social","Medical tech,
virtual reality, NFTs, digitalisation of the workplace",Climate change,"Mental health awareness, conversations on social equality, normalisation of ‘alternative’ lifestyles","Medtech, virtual reality, NFTs, digitalisation, remote work, climate change, increased mental health, alternative lifestyles",Transformation,She is using a more advanced form of tech software to help efficiently manage timelines across various work streams and virtually communicate with colleagues,Director of Work,Offices no longer exist. People work digitally from wherever. Facetime is no longer a mandatory requirement.,Circles,,,Reflections yes
621e284db165110a797a98f4,Gelasius,Design,Game designer,design,I design and publish board games,Technological,Political,Economic,"Technological,Political,Economic","Affordable space travel, blockchain, renewable energy","Transnational alliances and alignments, regional coalescence of nations and peoples, greater participation in democratic processes","AI induced redundancies, automation that reduces the need for mass labour, emergence of practical alternatives to capitalism/communism","space travel, blockchain, renewable energy, transnational alliances, increased democracy, AI, automation, alternative economic systems",Transformation,Work is fun and engaging,Leisure crafter,"Mundane labour intensive work and bullshit jobs are redundant. People are universally given a living allowance on the basis of their age and needs, which liberates them to engage in whatever meaningful activities that inspire and motivate them. They can choose to immerse themselves in their chosen vocation or to spend their time in leisure. The demand for meaningful and engaging leisure activities peaks. The corresponding demand for leisure crafters similarly peaks; their vocation is to design meaningful and engaging activities for leisure.",Life is an rpg,,Debra lam,Reflections yes
621dca46ab4080579f291484,Glad,Supply Chain & Logistics,UIUX Designer,"logistics,design",I collaborate with teams to work on improving experiences for users.,Social,Economic,Technological,"Social,Economic,Technological","Ageing population, elderly care, social interaction and shifts in how the community demographic looks and feels like to be a part of.","Rapid changes, big challenges that are increasingly complex.","Rapid changes, innovation, and new adaptations to how we do things.","ageing population, changing demographics, increased complexity, innovation, rapid change",Transformation,"There could be flexible arrangements for how I'm being taken care of, because I'm old now. Instead of staying in isolated homes, I feel alive with a high standards of healthcare and autonomy. Technology is assisting me in my work so that I don't have to do manual calculations. I enjoy collaborating and sharing ideas, which could be executed by robots.",Freelance Strategist,"Shifts in the way work is structured, and destructuring. More algorithms are coming in to replace tedious tasks.",Complexity is normal.,,DesignSG Telegram Chat :),
624435755bbf8c3f3011a236,Phoebe,Finance,Product Designer,"finance,design",Creating digital experiences,Technological,Political,Environmental,"Technological,Political,Environmental","Crypto, Blockchain tech, Metaverse, AI, Power of algorithms","Russia’s war with Ukraine, China’s “One China” stance","Climate change, microplastic detected in human blood","cryptocurrency, blockchain, metaverse, AI, war, geopolitical tensions, climate change, microplastics in human blood",Transformation,,,,,,,
621df6e04bfec76537476b54,Ky,Design,UI/UX designer,design,I help craft intuitive and beautiful digital products from a user centric design approach,Political,Technological,Economic,"Political,Technological,Economic","Rising tensions between nations due to differing ideologies, economic trade wars, the race for technology, recent war  (ukraine-russia)","Predictive analytics, hyper-automation, metaverse",Pandemic,"geopolitical tensions, war, shifting economic powers, automation, metaverse, predictive analytics, pandemic",Transformation,,,,,,,
621f14b694a00119fe00330f,Ele,Sustainability,Project Consultant,sustainability,Consulting for ev vehicle supply chain,Environmental,Technological,Social,"Environmental,Technological,Social","Climate Change, CO2 emission, ice caps melting","Digitalisation, metaverse",Divide between the have and have-nots growing. Increasing financialisation,"climate change, melting polar ice caps, global warming, CO2 emissions, digitalisation, metaverse, widening income gap, increased financilisation",Transformation,Climate Change Solutions,Transformation Consultant,The changes in environment and urgency of every organisation to deal with this change,Groundhog Day,,iG,Reflections yes
6229f65b63cf0435c652db6b,Jace,Telecommunication,Product Designer,"telecommunication,design","I use my design skills to solve problems for businesses,",Technological,Environmental,Economic,"Technological,Environmental,Economic","Increasing reliance on technology, digital products and cloud space",Depleting natural resources due to exploitation for human desires,Volatile financial market with weird concepts evolving,"increased adoption and reliance on new technology, depleting resources, volatile markets",Transformation,Someone who is aware of the social situation of the world,Designer,We need to solve problems,World is our playground,,Too much words to explain the instructions and next steps. Got losted halfway through,
622011a1e394e162c948e264,Shiao,"Personal, Organisation and systems development",Executive Director,coaching,"I do cultural change strategy: coaching, training, consulting, intervention designing",Social,Technological,Environmental,"Social,Technological,Environmental","Ageing, ideological entrenchment and division, diversity by default vs choice","More deceptive, undetectable tech used for propaganda purposes, blurring boundaries of perception of others. Information tech that braids real life with virtual life too intimately, playing w boundaries of our perception of self. Escapist tech that allows people to deflect reality vs come to terms w it.","Climate change. Rising waterline. Rising temperature. Pollution gone wild. The ever growing landfill islands of rubbish problem. Diminishing clean water, really nutritious food and energy resources","ageing population, polarised views, diversity, increased division, increased propaganda, blurring of physical and virtual worlds, climate change, rising sea levels, rising temperature, pollution, increased waste, access to clean water, decreased food sources, decreased energy sources",Transformation,He’s starting up his devices to read the news of the day - every article is being processed through powerful filters that immediately let him know what’s true and what’s false. Grey area articles - he does a quick scan that lets him track in quick time where the data is sourced from and whose behind it.,Reality Management strategist?,It’s a real pain point what is true and what is false. It leads to crippling bad decision making and corporates and institutions are willing to pay top consultants to stage reality interventions. Kinda like the movie Inception but not dreams.,Prisms of Propaganda,,Common ground group :D,Reflections yes
6243cf92ee212c1a7211d5c0,Farah,Innovation,Manager,innovation,I manage partnerships among organisations,Social,Economic,Political,"Social,Economic,Political",An angry generation of youths,Transitioning out of capitalism,Geopolitical wars vying for a new world order,"increased citizen engagement, alternative economic systems, war",Transformation,,,,,,,
6221b29c1f869e145e05bcff,Marimer,Consulting,Founder,consultancy,Strategic consultancy owner,Political,Environmental,Technological,"Political,Environmental,Technological",Lack of trust in political parties,Climate change,AI,"climate change, AI",Transformation,Developing narratives to keep calm people anxiety,Calm consultant,Peaks of anxiety,Every little thing is gonna be alright,,LinkedIn,
